Service Request#;Incident Date;BLDG#;Street;Boro;Zip;Cross Streets;Cleaning Methods;San Dist;CB;Precinct;Council Dist;City Owned;xcoord;ycoord;On Roll Down Gate;Cherry Picker;Above 3rd Floor;LM
G132841;4/21/2015;307;GRAND STREET;BROOKLYN;11211;ROEBLING STREET / HAVEMEYER STREET;"Paint No preference ; ";301;1;90;34;FALSE;996208;199044;No;No;No;FALSE
G132843;4/21/2015;18;AVENUE F;BROOKLYN;11218;DAHILL ROAD / MC DONALD AVENUE;;312;12;66;44;FALSE;990375;169889;No;No;No;FALSE
G132844;4/21/2015;3603;AVENUE S;BROOKLYN;11234;EAST   36 STREET / EAST   37 STREET;;318;18;63;46;FALSE;1003311;161539;No;No;No;FALSE
G132846;4/21/2015;408;KNICKERBOCKER AVENUE;BROOKLYN;11237;STANHOPE STREET / HIMROD STREET;"Paint Gray ; ";304;4;83;37;FALSE;1006314;194207;No;No;No;FALSE
G132849;4/21/2015;224;KNICKERBOCKER AVENUE;BROOKLYN;11237;TROUTMAN STREET / STARR STREET;"None Specified; ";304;4;83;34;FALSE;1004729;195389;Yes;No;No;FALSE
G132850;4/21/2015;230;WEST  141 STREET;MANHATTAN;10030;ADAM CLAYTON POWELL JR BOULEVARD / FREDERICK DOUGLASS BOULEVARD;;110;10;32;09;FALSE;1000008;237938;No;No;No;FALSE
G132853;4/21/2015;207;STARR STREET;BROOKLYN;11237;IRVING AVENUE / WYCKOFF AVENUE;;304;4;83;34;FALSE;1005469;196195;No;No;No;FALSE
G132856;4/22/2015;12-49;150 STREET;QUEENS;11357;12 ROAD / 14 AVENUE;"Powerwash; ";407;7;109;19;FALSE;1035831;226928;Yes;No;No;FALSE
G132858;4/22/2015;8026;5 AVENUE;BROOKLYN;11209;80 STREET / 81 STREET;;310;10;68;43;FALSE;977375;167118;No;No;No;FALSE
G132859;4/22/2015;290;SOUTH AVENUE;STATEN ISLAND;10303;STATEN ISLAND RAILWAY LINE / BRABANT STREET;;501;01;121;49;FALSE;937976;169709;Yes;No;No;FALSE
G132860;4/22/2015;6321;NEW UTRECHT AVENUE;BROOKLYN;11219;63 STREET / 64 STREET;"Paint Other POWER WASH BRICK AND PAINT GATE; Powerwash; ";311;11;62;38;FALSE;985065;166789;Yes;No;No;FALSE
G132861;4/22/2015;515;DEKALB AVENUE;BROOKLYN;11205;SKILLMAN STREET / BEDFORD AVENUE;"Powerwash; ";303;3;79;35;FALSE;996377;191020;Yes;No;No;FALSE
G132862;4/22/2015;1049;LOWELL STREET;BRONX;10459;LONGFELLOW AVENUE / WHITLOCK AVENUE;"Paint Brick-Red ; Powerwash; ";202;2;41;17;FALSE;1015611;240310;No;No;No;FALSE
G132863;4/22/2015;1235;ZEREGA AVENUE;BRONX;10462;ELLIS AVENUE / NEWBOLD AVENUE;"Paint Tan ; ";209;9;43;18;FALSE;1026923;243018;Yes;No;No;FALSE
G132864;4/22/2015;1731;WEST FARMS ROAD;BRONX;10460;EAST  173 STREET / EAST  174 STREET;"Paint Gray OR SILVER PAINT; ";203;3;42;15;FALSE;1016624;243546;Yes;No;No;FALSE
G132865;4/22/2015;2959;AVENUE Y;BROOKLYN;11235;HARING STREET / BROWN STREET;"Powerwash; ";315;15;61;46;FALSE;1001248;154972;No;No;No;FALSE
G132866;4/22/2015;326;36 STREET;BROOKLYN;11232;3 AVENUE / 4 AVENUE;;307;07;72;38;FALSE;982592;177898;No;No;No;FALSE
G132867;4/22/2015;954;3 AVENUE;MANHATTAN;10022;EAST   57 STREET / EAST   58 STREET;"Paint Black ; ";106;6;17;04;FALSE;993197;216395;No;No;No;FALSE
G132870;4/22/2015;581;MAC DONALD AVENUE;BROOKLYN;11218;AVENUE C / CORTELYOU ROAD;;312;12;66;39;FALSE;990235;172395;No;No;No;FALSE
G132871;4/22/2015;3623;FT HAMILTON PARKWAY;BROOKLYN;11218;36 STREET / 37 STREET;"Powerwash; ";312;12;66;38;FALSE;987396;173909;Yes;No;No;FALSE
G132876;4/22/2015;6175;STRICKLAND AVENUE;BROOKLYN;11234;EAST   60 PLACE / MILL AVENUE;"Paint Gray ; ";318;18;63;46;FALSE;1008542;162733;Yes;No;No;FALSE
G132877;4/22/2015;380;QUENTIN ROAD;BROOKLYN;11223;MC DONALD AVENUE / EAST    2 STREET;;315;15;61;44;FALSE;992091;160287;Yes;No;No;FALSE
G132878;4/22/2015;106-02;101 AVENUE;QUEENS;11416;106 STREET / 107 STREET;;409;9;102;32;FALSE;1029533;189480;No;No;No;FALSE
G132879;4/22/2015;264;EAST  204 STREET;BRONX;10458;VALENTINE AVENUE / EAST MOSHOLU PARKWAY SOUTH;;207;7;52;11;FALSE;1016312;257676;Yes;No;No;FALSE
G132882;4/22/2015;78-16;COOPER AVENUE;QUEENS;11385;78 STREET / 79 STREET;"Powerwash; ";405;5;104;30;FALSE;1019396;197006;No;No;No;FALSE
G132885;4/22/2015;7819;NEW UTRECTH AVENUE;BROOKLYN;11214;78 STREET / 79 STREET;"Paint Other PAINT MATCHING EXISTING COLOR PAINT LIGHT BEIGE; ";311;11;62;43;FALSE;984087;162584;No;No;No;FALSE
G132890;4/22/2015;333;JOHNSON AVENUE;BROOKLYN;11206;WHITE STREET / BOGART STREET;"Paint Other BRICK COLOR; ";301;1;90;34;FALSE;1002072;197047;No;No;No;FALSE
G132895;4/22/2015;200;24 STREET;BROOKLYN;11232;3 AVENUE / 4 AVENUE;"Paint No preference ; ";307;7;72;38;FALSE;984544;180337;No;No;No;FALSE
G132897;4/22/2015;192;24 STREET;BROOKLYN;11232;3 AVENUE / 4 AVENUE;"Paint Other PAINT WALLS LATEX BEIGE. PAINT GATE SILVER OR ALUMINIUM; ";307;07;72;38;FALSE;984495;180375;Yes;No;No;FALSE
G132898;4/22/2015;155;26 STREET;BROOKLYN;11232;3 AVENUE / 4 AVENUE;"Paint Other Red; ";307;07;72;38;FALSE;984295;180086;No;No;No;FALSE
G132900;4/22/2015;4720;3 AVENUE;BROOKLYN;11220;47 STREET / 48 STREET;"Paint Tan orange; ";307;7;72;38;FALSE;980467;175786;No;No;No;FALSE
G132902;4/22/2015;11;ADELPHI STREET;BROOKLYN;11205;FLUSHING AVENUE / PARK AVENUE;;302;2;88;35;FALSE;991901;193369;No;No;No;FALSE
G132905;4/22/2015;98;NORTH    7 STREET;BROOKLYN;11211;WYTHE AVENUE / BERRY STREET;"Paint Other RED/BURGANDY; ";301;1;94;33;FALSE;995258;201284;Yes;No;No;FALSE
G132906;4/22/2015;94;NORTH    8 STREET;BROOKLYN;11211;WYTHE AVENUE / BERRY STREET;"Paint Brick-Red ; ";301;1;94;33;FALSE;995412;201529;Yes;No;No;FALSE
G132907;4/22/2015;168;ELIZABETH STREET;MANHATTAN;10012;KENMARE STREET / SPRING STREET;;102;2;5;01;FALSE;985744;201894;Yes;No;No;FALSE
G132908;4/22/2015;885;EAST  138 STREET;BRONX;10454;WALNUT AVENUE / LOCUST AVENUE;"Powerwash; ";201;01;40;17;FALSE;1009851;231783;Yes;No;No;FALSE
G132911;4/22/2015;40-55;COLLEGE POINT BOULEVARD;QUEENS;11354;LONG ISLAND RAILROAD / 41 AVENUE;"Powerwash; ";407;07;109;20;FALSE;0;0;No;No;Yes;FALSE
G132912;4/22/2015;121;PORT RICHMOND AVENUE;STATEN ISLAND;10302;BENNETT STREET / GROVE AVENUE;"Powerwash; ";501;1;120;49;FALSE;947337;171747;No;No;No;FALSE
G132913;4/22/2015;510;LINCOLN PLACE;BROOKLYN;11238;CLASSON AVENUE / FRANKLIN AVENUE SHUTTLE LINE;"Paint No preference POWER WASH BRICK; Powerwash; ";308;08;77;35;FALSE;995494;183941;No;No;No;FALSE
G132914;4/22/2015;510;LINCOLN PLACE;BROOKLYN;11238;CLASSON AVENUE / FRANKLIN AVENUE SHUTTLE LINE;"Paint No preference POWER WASH BRICK; Powerwash; ";308;08;77;35;FALSE;995494;183941;No;No;No;FALSE
G132916;4/22/2015;274;72 STREET;BROOKLYN;11209;RIDGE BOULEVARD / 3 AVENUE;;310;10;68;43;FALSE;976673;170074;No;No;No;FALSE
G132917;4/23/2015;142;HAMILTON PLACE;MANHATTAN;10031;WEST  143 STREET / AMSTERDAM AVENUE;;109;9;30;07;FALSE;998391;239610;Yes;No;No;FALSE
G132918;4/23/2015;508;WEST  134 STREET;MANHATTAN;10031;AMSTERDAM AVENUE / BROADWAY;;109;09;30;07;TRUE;997069;237440;Yes;No;No;FALSE
G132919;4/23/2015;611;WEST  141 STREET;MANHATTAN;10031;BROADWAY / RIVERSIDE DRIVE;;109;9;30;07;TRUE;997236;239654;Yes;No;No;FALSE
G132920;4/23/2015;1622;AMSTERDAM AVENUE;MANHATTAN;10031;WEST  139 STREET / WEST  140 STREET;"Powerwash; ";109;9;30;07;FALSE;997975;238768;Yes;No;No;FALSE
G132922;4/23/2015;537;WEST  147 STREET;MANHATTAN;10031;AMSTERDAM AVENUE / BROADWAY;;109;9;30;07;FALSE;998591;240733;No;No;No;FALSE
G132924;4/23/2015;7;HAMILTON PLACE;MANHATTAN;10031;BEND / WEST  138 STREET;"Paint No preference ; Powerwash; ";109;9;30;07;FALSE;997036;238360;Yes;No;No;FALSE
G132931;4/23/2015;712;47 STREET;BROOKLYN;11220;7 AVENUE / 8 AVENUE;"Paint Gray ALSO KNOWN AS 4701 7 AVE; ";307;7;72;38;FALSE;983136;173862;Yes;No;No;FALSE
G132933;4/23/2015;24-54;47 STREET;QUEENS;11103;ASTORIA BOULEVARD / 25 AVENUE;"Powerwash; ";401;1;114;22;FALSE;1010419;218638;No;No;No;FALSE
G132934;4/23/2015;75;EAST BROADWAY;MANHATTAN;10002;NYCTA SUBWAY / MANHATTAN BRIDGE;;103;03;5;01;TRUE;985911;199183;No;No;No;FALSE
G132936;4/23/2015;164;EAST   88 STREET;MANHATTAN;10128;LEXINGTON AVENUE / 3 AVENUE;"None Specified; ";108;8;19;05;FALSE;996969;223572;Yes;No;No;FALSE
G132944;4/23/2015;756;MYRTLE AVENUE;BROOKLYN;11206;NOSTRAND AVENUE / MARCY AVENUE;;303;03;79;36;FALSE;997570;192421;No;No;No;FALSE
G132945;4/23/2015;59-20;MAIN STREET;QUEENS;11355;59 AVENUE / 60 AVENUE;;407;07;109;20;FALSE;1032482;210132;Yes;No;No;FALSE
G132946;4/23/2015;7321;5 AVENUE;BROOKLYN;11209;73 STREET / 74 STREET;;310;10;68;43;FALSE;978132;168922;No;No;No;FALSE
G132949;4/23/2015;7117;5 AVENUE;BROOKLYN;11209;OVINGTON AVENUE / 72 STREET;"Paint No preference ; ";310;10;68;43;FALSE;978333;169526;No;No;No;FALSE
G132950;4/23/2015;6924;5 AVENUE;BROOKLYN;11209;BAY RIDGE AVENUE / OVINGTON AVENUE;;310;10;68;43;FALSE;978278;169898;No;No;No;FALSE
G132960;4/23/2015;5211;7 AVENUE;BROOKLYN;11220;52 STREET / 53 STREET;"Paint No preference ; ";307;07;72;38;FALSE;982260;172769;Yes;No;No;FALSE
G132961;4/23/2015;5324;7 AVENUE;BROOKLYN;11220;53 STREET / 54 STREET;;307;7;72;38;FALSE;981923;172597;Yes;No;No;FALSE
G132962;4/23/2015;5402;7 AVENUE;BROOKLYN;11220;54 STREET / 55 STREET;"Paint Other NO METHOD SPECIFIED - STORE CLOSES AT 6PM; Powerwash; ";307;7;72;38;FALSE;981875;172539;Yes;No;No;FALSE
G132965;4/23/2015;839;49 STREET;BROOKLYN;11220;8 AVENUE / 9 AVENUE;"Paint No preference ; Powerwash; ";312;12;66;38;FALSE;983720;172890;No;No;Yes;FALSE
G132966;4/23/2015;4406;8 AVENUE;BROOKLYN;11220;44 STREET / 45 STREET;"None Specified; ";307;7;72;38;FALSE;984105;174047;No;No;No;FALSE
G132968;4/23/2015;1838;ADEE AVENUE;BRONX;10469;BRUNER AVENUE / ELY AVENUE;"Powerwash; ";212;12;47;12;FALSE;1029448;256571;No;No;No;FALSE
G132969;4/23/2015;1830;ADEE AVENUE;BRONX;10469;BRUNER AVENUE / ELY AVENUE;;212;12;47;12;FALSE;1029362;256603;No;No;No;FALSE
G132971;4/23/2015;2239;HYLAN BOULEVARD;STATEN ISLAND;10306;LINCOLN AVENUE / GREELEY AVENUE;"Powerwash; ";502;2;122;50;FALSE;955217;149193;No;No;Yes;FALSE
G132972;4/23/2015;2910;WEST   32 STREET;BROOKLYN;11224;MERMAID AVENUE / DEAD END;;313;13;60;47;FALSE;984578;148689;Yes;No;No;FALSE
G132973;4/23/2015;2910;WEST   32 STREET;BROOKLYN;11224;MERMAID AVENUE / DEAD END;;313;13;60;47;FALSE;984578;148689;Yes;No;No;FALSE
G132975;4/24/2015;1382;EASTERN PARKWAY;BROOKLYN;11233;BEND / PITKIN AVENUE;"Powerwash; ";316;16;73;41;FALSE;1005771;182672;No;No;No;FALSE
G132976;4/24/2015;1380;EASTERN PARKWAY;BROOKLYN;11233;BEND / PITKIN AVENUE;;316;16;73;41;FALSE;1005749;182666;No;No;No;FALSE
G132977;4/24/2015;6222;5 AVENUE;BROOKLYN;11220;62 STREET / 63 STREET;"Powerwash; ";307;07;72;38;FALSE;979249;171734;Yes;No;No;FALSE
G132979;4/24/2015;7032;4 AVENUE;BROOKLYN;11209;OVINGTON AVENUE / 72 STREET;"Paint No preference ; Powerwash; ";310;10;68;43;FALSE;977455;169955;No;No;No;FALSE
G132981;4/24/2015;374;VAN DUZER STREET;STATEN ISLAND;10304;PROSPECT STREET / BEACH STREET;;501;1;120;49;FALSE;962089;168509;No;No;No;FALSE
G132984;4/24/2015;5101;6 AVENUE;BROOKLYN;11220;51 STREET / 52 STREET;"Paint Other PAINT TO MATCH THE WALL. (GRAFFITI  I SNOT ACCESSIBLE FROM THE SIDEWALK; ";307;7;72;38;FALSE;981874;173538;No;No;No;FALSE
G132985;4/24/2015;559;51 STREET;BROOKLYN;11220;5 AVENUE / 6 AVENUE;"Powerwash; ";307;07;72;38;FALSE;981686;173836;No;No;No;FALSE
G132988;4/24/2015;414;CONVENT AVENUE;MANHATTAN;10031;WEST  147 STREET / WEST  148 STREET;;109;09;30;07;FALSE;999421;240396;No;No;No;FALSE
G132989;4/24/2015;16;SKILLMAN AVENUE;BROOKLYN;11211;MEEKER AVENUE / LORIMER STREET;"Paint No preference POWER WASH SIDEWALK NEAR GARBAE CANS; Powerwash; ";301;01;94;34;FALSE;997791;199809;No;No;No;FALSE
G132990;4/24/2015;2210;FLATBUSH AVENUE;BROOKLYN;11234;AVENUE O / SCHENECTADY AVENUE;;318;18;63;46;FALSE;1003697;163691;No;No;No;FALSE
G132991;4/24/2015;940;EAST  179 STREET;BRONX;10460;DALY AVENUE / VYSE AVENUE;"Paint Other Orange on the door only please; Powerwash; ";206;6;48;15;FALSE;1016894;246415;No;No;No;FALSE
G132995;4/24/2015;3546;BROADWAY;MANHATTAN;10031;WEST  145 STREET / WEST  146 STREET;;109;9;30;07;FALSE;998129;240392;Yes;No;No;FALSE
G132996;4/24/2015;3640;BROADWAY;MANHATTAN;10031;WEST  150 STREET / WEST  151 STREET;"Powerwash; ";109;9;30;07;FALSE;998747;241536;Yes;No;No;FALSE
G132998;4/24/2015;556;WEST  140 STREET;MANHATTAN;10031;HAMILTON PLACE / BROADWAY;;109;9;30;07;FALSE;997414;239078;No;No;No;FALSE
G132999;4/24/2015;1641;AMSTERDAM AVENUE;MANHATTAN;10031;WEST  141 STREET / WEST  142 STREET;;109;9;30;07;FALSE;998355;239088;Yes;No;No;FALSE
G133001;4/24/2015;66;MESEROLE AVENUE;BROOKLYN;11222;CLIFFORD PLACE / GUERNSEY STREET;"Paint Gray ; ";301;1;94;33;FALSE;996860;203871;No;No;No;FALSE
G133002;4/25/2015;435;KNICKERBOCKER AVENUE;BROOKLYN;11237;HARMAN STREET / GREENE AVENUE;"Paint No preference ; ";304;4;83;37;FALSE;1006699;194129;No;No;No;FALSE
G133004;4/25/2015;212;WEST KINGSBRIDGE ROAD;BRONX;10463;KINGSBRIDGE TERRACE / BEND;"Paint Gray ; ";207;7;52;14;FALSE;1010580;256925;Yes;No;No;FALSE
G133005;4/25/2015;72;WOOSTER STREET;MANHATTAN;10012;BROOME STREET / SPRING STREET;;102;2;1;01;FALSE;983844;202835;No;No;No;FALSE
G133006;4/25/2015;378;GROVE STREET;BROOKLYN;11237;IRVING AVENUE / WYCKOFF AVENUE;"Paint Tan Please try to match paint, or powerwash; ";304;4;83;37;FALSE;1008245;194419;Yes;No;No;FALSE
G133009;4/25/2015;92;MALCOLM X BOULEVARD;BROOKLYN;11221;GREENE AVENUE / LEXINGTON AVENUE;"Paint Brick-Red ; ";303;3;81;36;FALSE;1003404;190882;No;No;No;FALSE
G133012;4/25/2015;313;49 STREET;BROOKLYN;11220;3 AVENUE / 4 AVENUE;"Paint No preference ; Powerwash; ";307;07;72;38;FALSE;980492;175447;No;No;No;FALSE
G133015;4/25/2015;3400;TRYON AVENUE;BRONX;10467;RESERVOIR OVAL / EAST GUN HILL ROAD;;207;7;52;11;FALSE;1018331;259722;No;No;No;FALSE
G133018;4/26/2015;6915;15 AVENUE;BROOKLYN;11228;BAY RIDGE AVENUE / 70 STREET;"Paint White ; ";311;11;62;43;FALSE;984348;165343;No;No;No;FALSE
G133021;4/26/2015;464;COURT STREET;BROOKLYN;11231;3 PLACE / 4 PLACE;"Paint Other BROWN; Powerwash; ";306;6;76;39;FALSE;984756;186367;No;No;No;FALSE
G133022;4/26/2015;440;COURT STREET;BROOKLYN;11231;2 PLACE / 3 PLACE;;306;6;76;39;FALSE;984882;186634;No;No;No;FALSE
G133025;4/26/2015;602;MYRTLE AVENUE;BROOKLYN;11205;CLASSON AVENUE / TAAFFE PLACE;"Powerwash; ";303;3;79;35;FALSE;995275;192088;No;No;No;FALSE
G133026;4/26/2015;56;ELIZABETH STREET;MANHATTAN;10013;CANAL STREET / HESTER STREET;"Paint Gray ; ";102;2;5;01;FALSE;985271;200563;Yes;No;No;FALSE
G133027;4/26/2015;146;HESTER STREET;MANHATTAN;10013;BOWERY / ELIZABETH STREET;;102;2;5;01;FALSE;985296;200635;Yes;No;No;FALSE
G133028;4/26/2015;234;CANAL STREET;MANHATTAN;10013;BAXTER STREET / CENTRE STREET;;101;1;5;01;FALSE;984261;200754;Yes;No;No;FALSE
G133029;4/26/2015;424;BROADWAY;MANHATTAN;10013;CANAL STREET / HOWARD STREET;;102;2;5;01;FALSE;983872;201435;No;No;No;FALSE
G133030;4/26/2015;60;ELDRIDGE STREET;MANHATTAN;10002;CANAL STREET / HESTER STREET;"Paint Brick-Red ; ";103;3;5;01;TRUE;986276;200246;No;No;No;FALSE
G133031;4/26/2015;172;FORSYTH STREET;MANHATTAN;10002;RIVINGTON STREET / STANTON STREET;"Powerwash; ";103;3;5;01;FALSE;986735;202066;No;No;No;FALSE
G133032;4/26/2015;130;CHRYSTIE STREET;MANHATTAN;10002;BROOME STREET / DELANCEY STREET;;103;3;5;01;TRUE;986191;201194;Yes;No;No;FALSE
G133033;4/26/2015;160;SOUTH    3 STREET;BROOKLYN;11211;BEDFORD AVENUE / DRIGGS AVENUE;"Powerwash; ";301;1;90;34;FALSE;994877;198667;No;No;No;FALSE
G133035;4/26/2015;1297;MYRTLE AVENUE;BROOKLYN;11221;HART STREET / CEDAR STREET;;304;04;83;34;FALSE;1004646;193630;No;No;Yes;FALSE
G133038;4/27/2015;3866;WHITE PLAINS ROAD;BRONX;10467;EAST 221 STREET / EAST 222 STREET;;212;12;47;12;FALSE;1022558;261858;Yes;No;No;FALSE
G133042;4/27/2015;23-25;37 STREET;QUEENS;11105;AMTRAK RAILROAD / 24 AVENUE;"Paint No preference painting the fence back red- paint  wall gray; ";401;1;114;22;FALSE;1009133;220335;No;No;No;FALSE
G133043;4/27/2015;278;ROBINSON AVENUE;BRONX;10465;HARDING AVENUE / MILES AVENUE;;210;10;45;13;FALSE;1032356;236325;No;No;No;FALSE
G133044;4/27/2015;41-01;KISSENA BOULEVARD;QUEENS;11355;41 AVENUE / BARCLAY AVENUE;;407;7;109;20;FALSE;1031773;215618;No;No;No;FALSE
G133046;4/27/2015;6122;7 AVENUE;BROOKLYN;11220;61 STREET / 62 STREET;"Paint Gray ; ";307;7;72;38;FALSE;980634;170968;Yes;No;No;FALSE
G133047;4/27/2015;2775;EAST   16 STREET;BROOKLYN;11235;BAY COURT / EMMONS AVENUE;;315;15;61;48;FALSE;997496;151967;No;No;No;FALSE
G133048;4/27/2015;86-08;JUSTICE AVENUE;QUEENS;11373;BROADWAY / 52 AVENUE;"Paint White ; ";404;4;110;25;FALSE;1018372;207994;No;No;No;FALSE
G133050;4/27/2015;697;EAST  219 STREET;BRONX;10467;WILLETT AVENUE / WHITE PLAINS ROAD;"Powerwash; ";212;12;47;12;FALSE;1022120;261295;Yes;No;No;FALSE
G133054;4/27/2015;186;MESEROLE STREET;BROOKLYN;11206;GRAHAM AVENUE / HUMBOLDT STREET;;301;01;90;34;FALSE;1000372;197221;No;No;No;FALSE
G133058;4/28/2015;436;JEFFERSON STREET;BROOKLYN;11237;WYCKOFF AVENUE / ST NICHOLAS AVENUE;;304;4;83;34;FALSE;1005643;197013;No;No;No;FALSE
G133060;4/28/2015;718;KNICKERBOCKER AVENUE;BROOKLYN;11221;JEFFERSON AVENUE / HANCOCK STREET;;304;4;83;37;FALSE;1009111;192121;No;No;No;FALSE
G133064;4/28/2015;184;NORMAN STREET;BROOKLYN;11222;DIAMOND STREET / JEWEL STREET;;301;1;94;33;FALSE;999013;204106;Yes;No;No;FALSE
G133065;4/28/2015;1141;CASTLETON AVENUE;STATEN ISLAND;10310;ALASKA STREET / ELIZABETH STREET;;501;1;120;49;FALSE;950801;170471;No;No;No;FALSE
G133066;4/28/2015;315;RUTLEDGE STREET;BROOKLYN;11211;HARRISON AVENUE / BROADWAY;"Paint Gray ; ";301;1;90;33;FALSE;997572;196372;No;No;No;FALSE
G133067;4/28/2015;5109;8 AVENUE;BROOKLYN;11220;51 STREET / 52 STREET;"Paint No preference ; Powerwash; ";307;12;66;38;FALSE;983058;172520;Yes;No;No;FALSE
G133068;4/28/2015;241;WEST BROADWAY;MANHATTAN;10013;NORTH MOORE STREET / BEACH STREET;;101;01;1;01;FALSE;982686;201447;No;Yes;No;FALSE
G133074;4/28/2015;1015;51 STREET;BROOKLYN;11219;10 AVENUE / FT HAMILTON PARKWAY;"Paint Gray ; ";312;12;66;39;FALSE;984479;171574;No;No;No;FALSE
G133075;4/28/2015;5323;FT HAMILTON PARKWAY;BROOKLYN;11219;53 STREET / 54 STREET;"Paint Gray ; ";312;12;66;44;FALSE;984013;170938;Yes;No;No;FALSE
G133076;4/28/2015;5221;FORT HAMILTON PARKWA;BROOKLYN;11219;52 STREET / 53 STREET;;312;12;66;39;FALSE;984200;171160;Yes;No;No;FALSE
G133078;4/28/2015;4924;FORT HAMILTON PARKWAY;BROOKLYN;11219;49 STREET / 50 STREET;"Powerwash; ";312;12;66;39;FALSE;984664;171751;Yes;No;No;FALSE
G133079;4/28/2015;425;KEAP STREET;BROOKLYN;11211;GRAND STREET / HOPE STREET;"Paint No preference power wash roll dwn gate.; Powerwash; ";301;01;90;34;FALSE;997219;198563;Yes;No;No;FALSE
G133081;4/28/2015;460;MIDWOOD STREET;BROOKLYN;11225;BROOKLYN AVENUE / KINGSTON AVENUE;"None Specified; ";309;9;71;40;FALSE;999463;179821;Yes;No;No;FALSE
G133082;4/28/2015;460;MIDWOOD STREET;BROOKLYN;11225;BROOKLYN AVENUE / KINGSTON AVENUE;"None Specified; ";309;9;71;40;FALSE;999463;179821;No;No;No;FALSE
G133083;4/28/2015;303;HENRY STREET;BROOKLYN;11201;STATE STREET / ATLANTIC AVENUE;"Powerwash; ";302;2;84;33;FALSE;985443;191117;Yes;No;No;FALSE
G133085;4/29/2015;1765;BROADWAY;BROOKLYN;11207;CHAUNCEY STREET / PILLING STREET;"Paint No preference THE GRAFFITI IS ON CHAUNCEY STRET SIDE OF HE BUILDING
  ; Powerwash; ";304;4;83;37;FALSE;0;0;No;No;No;FALSE
G133086;4/29/2015;3590;NOSTRAND AVENUE;BROOKLYN;11229;AVENUE V / AVENUE W;"Paint Black ; ";315;15;61;46;FALSE;1000509;156557;No;No;No;FALSE
G133089;4/29/2015;452;GRANDVIEW AVENUE;QUEENS;11385;HIMROD STREET / HARMAN STREET;"Paint Gray SILVER OR GRAY PAINT; ";405;05;104;30;FALSE;1009403;198103;Yes;No;No;FALSE
G133091;4/29/2015;700;OAKLAND PLACE;BRONX;10457;CROTONA AVENUE / CLINTON AVENUE;"Paint Tan ; Powerwash; ";206;6;48;15;FALSE;1014875;247933;No;No;No;FALSE
G133094;4/29/2015;230-14;SOUTH CONDUIT AVENUE;QUEENS;11413;BELT PARKWAY EASTBOUND EXIT   23 / 230 PLACE;"Paint Other CREAM; ";413;13;105;31;FALSE;1054523;181756;No;No;No;FALSE
G133097;4/29/2015;210-15;HOLLIS AVENUE;QUEENS;11429;210 STREET / 211 STREET;;413;13;105;27;FALSE;1054329;197749;Yes;No;No;FALSE
G133099;4/29/2015;1276;BROADWAY;BROOKLYN;11221;GREENE AVENUE / LEXINGTON AVENUE;"Powerwash; ";304;3;81;41;FALSE;1005120;190975;No;No;Yes;FALSE
G133101;4/29/2015;210-11;HORACE HARDING EXPRESSWAY;QUEENS;11364;210 STREET / LIE WESTBOUND EXIT   28;"Paint Brick-Red BRICK-RED EXCEPT PAINT WEST WALL BLACK; ";411;11;111;23;FALSE;1048930;211379;Yes;No;No;FALSE
G133103;4/29/2015;181;VERMILYEA AVENUE;MANHATTAN;10034;ISHAM STREET / WEST  211 STREET;"Paint Other DARK RED; ";112;12;34;10;FALSE;1006804;255234;No;No;No;FALSE
G133108;4/29/2015;5202;3 AVENUE;BROOKLYN;11220;52 STREET / 53 STREET;"Paint Gray & CLEAN; ";307;7;72;38;FALSE;979709;174849;No;No;No;FALSE
G133114;4/29/2015;1715;EAST   13 STREET;BROOKLYN;11229;KINGS HIGHWAY / AVENUE R;"Powerwash; ";315;15;61;48;FALSE;995498;160671;No;No;No;FALSE
G133115;4/29/2015;54;WEST   16 STREET;MANHATTAN;10011;5 AVENUE / AVENUE OF THE AMERICAS;"Powerwash; ";105;05;13;03;FALSE;985526;208243;No;No;No;FALSE
G133120;4/29/2015;129;26 STREET;BROOKLYN;11232;DEAD END / 3 AVENUE;;307;07;72;38;FALSE;983963;180337;No;No;No;FALSE
G133121;4/29/2015;3913;SECOND AVENUE;BROOKLYN;11232;39 STREET / 40 STREET;"Paint Other Ivory & gray; ";307;7;72;38;FALSE;981365;177745;No;No;No;FALSE
G133125;4/29/2015;318;43 STREET;BROOKLYN;11232;3 AVENUE / 4 AVENUE;;307;7;72;38;FALSE;981399;176513;No;No;No;FALSE
G133131;4/29/2015;2161;CONEY ISLAND AVENUE;BROOKLYN;11223;1 COURT / AVENUE S;"None Specified; ";315;15;61;48;FALSE;994995;159490;No;No;No;FALSE
G133133;4/29/2015;1486;CONEY ISLAND AVENUE;BROOKLYN;11230;AVENUE K / AVENUE L;;314;12;66;44;FALSE;994004;165606;Yes;No;No;FALSE
G133134;4/29/2015;1410;CONEY ISLAND AVENUE;BROOKLYN;11230;CARY COURT / AVENUE K;;314;12;66;44;FALSE;993929;166320;Yes;No;No;FALSE
G133136;4/29/2015;1348;CONEY ISLAND AVENUE;BROOKLYN;11230;AVENUE J / CARY COURT;;314;12;66;44;FALSE;993833;166784;No;No;Yes;FALSE
G133142;4/29/2015;1261;CONEY ISLAND AVENUE;BROOKLYN;11230;AVENUE I / AVENUE J;;314;14;70;44;FALSE;993904;167672;Yes;No;No;FALSE
